Mary	F	70982	1920
Dorothy	F	36643	1920
Helen	F	35097	1920
Margaret	F	27996	1920
Ruth	F	26102	1920
Mildred	F	18059	1920
Virginia	F	17314	1920
Elizabeth	F	15910	1920
Frances	F	15883	1920
Anna	F	14581	1920
John	M	56913	1920
William	M	50149	1920
Robert	M	48676	1920
James	M	47912	1920
Charles	M	28308	1920
George	M	26892	1920
Joseph	M	25591	1920
Edward	M	20095	1920
Frank	M	16430	1920
Richard	M	15010	1920
Mary	F	73985	1921
Dorothy	F	39087	1921
Helen	F	34822	1921
Margaret	F	28467	1921
Ruth	F	25784	1921
Virginia	F	19033	1921
Mildred	F	17881	1921
Betty	F	17638	1921
Frances	F	15993	1921
Elizabeth	F	15800	1921
John	M	58217	1921
Robert	M	52784	1921
William	M	51860	1921
James	M	49748	1921
Charles	M	29244	1921
George	M	27476	1921
Joseph	M	26179	1921
Edward	M	20818	1921
Frank	M	16708	1921
Richard	M	16376	1921
Mary	F	72173	1922
Dorothy	F	37716	1922
Helen	F	32508	1922
Margaret	F	26865	1922
Ruth	F	23630	1922
Betty	F	20895	1922
Virginia	F	19146	1922
Mildred	F	16412	1922
Elizabeth	F	15242	1922
Frances	F	15053	1922
John	M	57277	1922
Robert	M	53793	1922
William	M	51116	1922
James	M	49801	1922
Charles	M	28842	1922
George	M	27351	1922
Joseph	M	25699	1922
Edward	M	20419	1922
Richard	M	17539	1922
Frank	M	16014	1922
Mary	F	71638	1923
Dorothy	F	39044	1923
Helen	F	31488	1923
Margaret	F	26133	1923
Betty	F	25991	1923
Ruth	F	23638	1923
Virginia	F	18326	1923
Mildred	F	15990	1923
Elizabeth	F	15461	1923
Frances	F	14879	1923
John	M	57470	1923
Robert	M	56117	1923
William	M	52136	1923
James	M	50463	1923
Charles	M	28962	1923
George	M	27021	1923
Joseph	M	25561	1923
Edward	M	20597	1923
Richard	M	18884	1923
Donald	M	16435	1923
Mary	F	73534	1924
Dorothy	F	39999	1924
Helen	F	31192	1924
Betty	F	30599	1924
Margaret	F	26549	1924
Ruth	F	23600	1924
Virginia	F	18622	1924
Mildred	F	15853	1924
Doris	F	15785	1924
Frances	F	15183	1924
Robert	M	60801	1924
John	M	59055	1924
William	M	53511	1924
James	M	52939	1924
Charles	M	30461	1924
George	M	27375	1924
Joseph	M	25428	1924
Richard	M	21246	1924
Edward	M	21128	1924
Donald	M	17929	1924
Mary	F	70591	1925
Dorothy	F	38570	1925
Betty	F	32813	1925
Helen	F	29172	1925
Margaret	F	24463	1925
Ruth	F	22248	1925
Virginia	F	17489	1925
Doris	F	16074	1925
Mildred	F	14451	1925
Elizabeth	F	13935	1925
Robert	M	60897	1925
John	M	57199	1925
William	M	53304	1925
James	M	52682	1925
Charles	M	29582	1925
George	M	26566	1925
Joseph	M	24613	1925
Richard	M	23268	1925
Edward	M	20089	1925
Donald	M	19191	1925
Mary	F	67832	1926
Dorothy	F	36617	1926
Betty	F	32964	1926
Helen	F	26884	1926
Margaret	F	23070	1926
Ruth	F	20223	1926
Doris	F	16298	1926
Virginia	F	16162	1926
Mildred	F	13551	1926
Frances	F	13355	1926
Robert	M	61130	1926
John	M	56110	1926
James	M	53209	1926
William	M	51920	1926
Charles	M	29521	1926
George	M	25904	1926
Richard	M	25149	1926
Joseph	M	23759	1926
Donald	M	20912	1926
Edward	M	19378	1926
Mary	F	70639	1927
Dorothy	F	35987	1927
Betty	F	35422	1927
Helen	F	25320	1927
Margaret	F	21964	1927
Ruth	F	19414	1927
Doris	F	16510	1927
Virginia	F	15725	1927
Shirley	F	13315	1927
Barbara	F	13161	1927
Robert	M	61669	1927
John	M	55954	1927
James	M	53674	1927
William	M	51482	1927
