Melissa	F	28000	1981
Amy	F	20343	1981
Nicole	F	20312	1981
Stephanie	F	20209	1981
Elizabeth	F	20173	1981
Heather	F	17947	1981
Michael	M	68763	1981
Christopher	M	50235	1981
Matthew	M	43333	1981
Jason	M	41931	1981
David	M	40668	1981
Joshua	M	39054	1981
James	M	38313	1981
John	M	34887	1981
Robert	M	34406	1981
Daniel	M	30994	1981
Jennifer	F	57117	1982
Jessica	F	45451	1982
Amanda	F	34214	1982
Sarah	F	28484	1982
Melissa	F	25867	1982
Nicole	F	21707	1982
Stephanie	F	20857	1982
Elizabeth	F	20514	1982
Crystal	F	19104	1982
Amy	F	18803	1982
Michael	M	68235	1982
Christopher	M	59231	1982
Matthew	M	46066	1982
Jason	M	40632	1982
David	M	40459	1982
James	M	38875	1982
Joshua	M	38028	1982
John	M	34705	1982
Robert	M	34425	1982
Daniel	M	32653	1982
Jennifer	F	54346	1983
Jessica	F	45282	1983
Amanda	F	33754	1983
Ashley	F	33293	1983
Sarah	F	27229	1983
Melissa	F	23473	1983
Nicole	F	22399	1983
Stephanie	F	22330	1983
Heather	F	20746	1983
Elizabeth	F	19842	1983
Michael	M	68000	1983
Christopher	M	59349	1983
Matthew	M	50217	1983
David	M	39199	1983
Joshua	M	36707	1983
James	M	36354	1983
Jason	M	35115	1983
Daniel	M	34750	1983
John	M	33153	1983
Robert	M	32746	1983
Jennifer	F	50559	1984
Jessica	F	45855	1984
Ashley	F	38772	1984
Amanda	F	33908	1984
Sarah	F	25884	1984
Stephanie	F	23021	1984
Nicole	F	22265	1984
Melissa	F	21891	1984
Heather	F	21492	1984
Elizabeth	F	20364	1984
Michael	M	67741	1984
Christopher	M	60029	1984
Matthew	M	49776	1984
Joshua	M	40262	1984
David	M	38486	1984
Daniel	M	36533	1984
James	M	35857	1984
John	M	32617	1984
Robert	M	31773	1984
Joseph	M	30515	1984
Jessica	F	48347	1985
Ashley	F	47007	1985
Jennifer	F	42651	1985
Amanda	F	39052	1985
Sarah	F	24882	1985
Stephanie	F	23239	1985
Nicole	F	22967	1985
Heather	F	21153	1985
Elizabeth	F	20541	1985
Megan	F	20013	1985
Michael	M	64912	1985
Christopher	M	59609	1985
Matthew	M	47079	1985
Joshua	M	42195	1985
Daniel	M	38542	1985
David	M	38521	1985
James	M	35861	1985
Robert	M	32090	1985
John	M	31500	1985
Joseph	M	30212	1985
Jessica	F	52677	1986
Ashley	F	49676	1986
Amanda	F	40529	1986
Jennifer	F	36185	1986
Sarah	F	28155	1986
Stephanie	F	22647	1986
Nicole	F	21285	1986
Brittany	F	20311	1986
Heather	F	19792	1986
Elizabeth	F	19072	1986
Michael	M	64208	1986
Christopher	M	56691	1986
Matthew	M	46925	1986
Joshua	M	37542	1986
David	M	37147	1986
Daniel	M	36574	1986
James	M	34040	1986
Andrew	M	33856	1986
Robert	M	31349	1986
John	M	30207	1986
Jessica	F	55994	1987
Ashley	F	54854	1987
Amanda	F	41786	1987
Jennifer	F	32703	1987
Sarah	F	27890	1987
Stephanie	F	22398	1987
Brittany	F	22231	1987
Nicole	F	20286	1987
Heather	F	18979	1987
Elizabeth	F	18607	1987
Michael	M	63655	1987
Christopher	M	54493	1987
Matthew	M	46481	1987
Joshua	M	40000	1987
David	M	36786	1987
Andrew	M	36206	1987
Daniel	M	35865	1987
James	M	32643	1987
Justin	M	31492	1987
Robert	M	30229	1987
Jessica	F	51543	1988
Ashley	F	49963	1988
Amanda	F	39457	1988
Sarah	F	28368	1988
Jennifer	F	27889	1988
Brittany	F	26815	1988
Stephanie	F	22838	1988
Samantha	F	20699	1988
Nicole	F	20311	1988
Elizabeth	F	20038	1988
Michael	M	64143	1988
Christopher	M	52997	1988
Matthew	M	45870	1988
