Thomas	M	12611	1917
Mary	F	67366	1918
Helen	F	36148	1918
Dorothy	F	32032	1918
Margaret	F	27139	1918
Ruth	F	25534	1918
Mildred	F	17258	1918
Virginia	F	16421	1918
Frances	F	16131	1918
Elizabeth	F	15853	1918
Anna	F	15666	1918
John	M	56558	1918
William	M	45290	1918
James	M	42118	1918
Robert	M	40620	1918
Charles	M	26922	1918
George	M	26318	1918
Joseph	M	26263	1918
Edward	M	19489	1918
Frank	M	17017	1918
Thomas	M	13910	1918
Mary	F	65838	1919
Helen	F	33706	1919
Dorothy	F	31734	1919
Margaret	F	26237	1919
Ruth	F	24565	1919
Mildred	F	17300	1919
Virginia	F	15636	1919
Elizabeth	F	15287	1919
Frances	F	15107	1919
Anna	F	14498	1919
John	M	53528	1919
William	M	43971	1919
James	M	42390	1919
Robert	M	41027	1919
Charles	M	25192	1919
George	M	25172	1919
Joseph	M	24264	1919
Edward	M	18535	1919
Frank	M	15702	1919
Thomas	M	13434	1919
Mary	F	70982	1920
Dorothy	F	36643	1920
Helen	F	35097	1920
Margaret	F	27996	1920
Ruth	F	26102	1920
Mildred	F	18059	1920
Virginia	F	17314	1920
Elizabeth	F	15910	1920
Frances	F	15883	1920
Anna	F	14581	1920
John	M	56913	1920
William	M	50149	1920
Robert	M	48676	1920
James	M	47912	1920
Charles	M	28308	1920
George	M	26892	1920
Joseph	M	25591	1920
Edward	M	20095	1920
Frank	M	16430	1920
Richard	M	15010	1920
Mary	F	73985	1921
Dorothy	F	39087	1921
Helen	F	34822	1921
Margaret	F	28467	1921
Ruth	F	25784	1921
Virginia	F	19033	1921
Mildred	F	17881	1921
Betty	F	17638	1921
Frances	F	15993	1921
Elizabeth	F	15800	1921
John	M	58217	1921
Robert	M	52784	1921
William	M	51860	1921
James	M	49748	1921
Charles	M	29244	1921
George	M	27476	1921
Joseph	M	26179	1921
Edward	M	20818	1921
Frank	M	16708	1921
Richard	M	16376	1921
Mary	F	72173	1922
Dorothy	F	37716	1922
Helen	F	32508	1922
Margaret	F	26865	1922
Ruth	F	23630	1922
Betty	F	20895	1922
Virginia	F	19146	1922
Mildred	F	16412	1922
Elizabeth	F	15242	1922
Frances	F	15053	1922
John	M	57277	1922
Robert	M	53793	1922
William	M	51116	1922
James	M	49801	1922
Charles	M	28842	1922
George	M	27351	1922
Joseph	M	25699	1922
Edward	M	20419	1922
Richard	M	17539	1922
Frank	M	16014	1922
Mary	F	71638	1923
Dorothy	F	39044	1923
Helen	F	31488	1923
Margaret	F	26133	1923
Betty	F	25991	1923
Ruth	F	23638	1923
Virginia	F	18326	1923
Mildred	F	15990	1923
Elizabeth	F	15461	1923
Frances	F	14879	1923
John	M	57470	1923
Robert	M	56117	1923
William	M	52136	1923
James	M	50463	1923
Charles	M	28962	1923
George	M	27021	1923
Joseph	M	25561	1923
Edward	M	20597	1923
Richard	M	18884	1923
Donald	M	16435	1923
Mary	F	73534	1924
Dorothy	F	39999	1924
Helen	F	31192	1924
Betty	F	30599	1924
Margaret	F	26549	1924
Ruth	F	23600	1924
Virginia	F	18622	1924
Mildred	F	15853	1924
Doris	F	15785	1924
Frances	F	15183	1924
Robert	M	60801	1924
John	M	59055	1924
William	M	53511	1924
James	M	52939	1924
Charles	M	30461	1924
George	M	27375	1924
Joseph	M	25428	1924
Richard	M	21246	1924
Edward	M	21128	1924
Donald	M	17929	1924
Mary	F	70591	1925
Dorothy	F	38570	1925
Betty	F	32813	1925
Helen	F	29172	1925
Margaret	F	24463	1925
Ruth	F	22248	1925
Virginia	F	17489	1925
Doris	F	16074	1925
Mildred	F	14451	1925
Elizabeth	F	13935	1925
Robert	M	60897	1925
John	M	57199	1925
William	M	53304	1925
James	M	52682	1925
Charles	M	29582	1925
George	M	26566	1925
Joseph	M	24613	1925
Richard	M	23268	1925
Edward	M	20089	1925
Donald	M	19191	1925
Mary	F	67832	1926
Dorothy	F	36617	1926
Betty	F	32964	1926
Helen	F	26884	1926
Margaret	F	23070	1926
Ruth	F	20223	1926
Doris	F	16298	1926
Virginia	F	16162	1926
Mildred	F	13551	1926
Frances	F	13355	1926
Robert	M	61130	1926
John	M	56110	1926
James	M	53209	1926
William	M	51920	1926
Charles	M	29521	1926
George	M	25904	1926
Richard	M	25149	1926
Joseph	M	23759	1926
Donald	M	20912	1926
Edward	M	19378	1926
Mary	F	70639	1927
Dorothy	F	35987	1927
Betty	F	35422	1927
Helen	F	25320	1927
Margaret	F	21964	1927
Ruth	F	19414	1927
Doris	F	16510	1927
Virginia	F	15725	1927
Shirley	F	13315	1927
Barbara	F	13161	1927
Robert	M	61669	1927
John	M	55954	1927
James	M	53674	1927
William	M	51482	1927
Charles	M	31936	1927
Richard	M	26771	1927
George	M	25949	1927
Donald	M	23840	1927
Joseph	M	23506	1927
Edward	M	19113	1927
Mary	F	66872	1928
Betty	F	36080	1928
Dorothy	F	33731	1928
Helen	F	22934	1928
Margaret	F	20295	1928
Ruth	F	17858	1928
Doris	F	16572	1928
Barbara	F	14873	1928
Virginia	F	14501	1928
Shirley	F	14212	1928
Robert	M	60699	1928
John	M	53755	1928
James	M	52754	1928
William	M	49117	1928
Charles	M	31247	1928
Richard	M	28794	1928
Donald	M	25698	1928
George	M	24400	1928
Joseph	M	22311	1928
Edward	M	18489	1928
Mary	F	63508	1929
Betty	F	36675	1929
Dorothy	F	31477	1929
Helen	F	20985	1929
Margaret	F	19206	1929
Doris	F	16496	1929
Barbara	F	16037	1929
Ruth	F	16019	1929
Shirley	F	14579	1929
Patricia	F	13625	1929
Robert	M	59798	1929
James	M	52127	1929
John	M	52113	1929
William	M	47805	1929
Charles	M	29931	1929
Richard	M	29569	1929
Donald	M	27186	1929
George	M	23017	1929
Joseph	M	21162	1929
Edward	M	17226	1929
Mary	F	64146	1930
Betty	F	38234	1930
Dorothy	F	30409	1930
Helen	F	19914	1930
Margaret	F	18354	1930
Barbara	F	18281	1930
Patricia	F	15751	1930
Joan	F	15479	1930
Doris	F	15464	1930
Ruth	F	14940	1930
Robert	M	62149	1930
James	M	53941	1930
