Sandra	F	25988	1943
Judith	F	25209	1943
Sharon	F	24713	1943
Nancy	F	23990	1943
Betty	F	21596	1943
James	M	80261	1943
Robert	M	74865	1943
John	M	68919	1943
William	M	55898	1943
Richard	M	46328	1943
David	M	37236	1943
Charles	M	36627	1943
Thomas	M	32865	1943
Ronald	M	29235	1943
Michael	M	24743	1943
Mary	F	62467	1944
Barbara	F	39197	1944
Linda	F	38412	1944
Patricia	F	36877	1944
Carol	F	30456	1944
Sandra	F	26023	1944
Nancy	F	23212	1944
Judith	F	22430	1944
Sharon	F	22430	1944
Betty	F	19756	1944
James	M	76951	1944
Robert	M	70843	1944
John	M	66610	1944
William	M	52369	1944
Richard	M	45642	1944
David	M	37381	1944
Charles	M	34654	1944
Thomas	M	31598	1944
Michael	M	26720	1944
Ronald	M	25511	1944
Mary	F	59283	1945
Linda	F	41462	1945
Barbara	F	38276	1945
Patricia	F	35839	1945
Carol	F	30387	1945
Sandra	F	24701	1945
Nancy	F	21456	1945
Sharon	F	20834	1945
Judith	F	20189	1945
Susan	F	19222	1945
James	M	74449	1945
Robert	M	69937	1945
John	M	66113	1945
William	M	50213	1945
Richard	M	46043	1945
David	M	37098	1945
Charles	M	32462	1945
Thomas	M	31869	1945
Michael	M	29899	1945
Ronald	M	23663	1945
Mary	F	67467	1946
Linda	F	52710	1946
Patricia	F	46296	1946
Barbara	F	45122	1946
Carol	F	34284	1946
Sandra	F	31692	1946
Nancy	F	28344	1946
Susan	F	28267	1946
Sharon	F	27824	1946
Judith	F	22308	1946
James	M	87436	1946
Robert	M	84138	1946
John	M	79261	1946
William	M	60038	1946
Richard	M	58868	1946
David	M	46439	1946
Michael	M	41181	1946
Thomas	M	38867	1946
Charles	M	38203	1946
Ronald	M	31855	1946
Linda	F	99689	1947
Mary	F	71687	1947
Patricia	F	51279	1947
Barbara	F	48792	1947
Sandra	F	34775	1947
Carol	F	33539	1947
Nancy	F	32444	1947
Susan	F	31954	1947
Sharon	F	28535	1947
