David	M	63718	1968
John	M	60929	1968
James	M	60693	1968
Robert	M	58211	1968
William	M	36956	1968
Mark	M	35420	1968
Richard	M	32987	1968
Christopher	M	31459	1968
Brian	M	29939	1968
Lisa	F	45029	1969
Michelle	F	34322	1969
Jennifer	F	33702	1969
Kimberly	F	33077	1969
Melissa	F	23020	1969
Amy	F	21464	1969
Angela	F	21055	1969
Mary	F	19851	1969
Tammy	F	19051	1969
Laura	F	17920	1969
Michael	M	85203	1969
David	M	63700	1969
James	M	59915	1969
John	M	58771	1969
Robert	M	58325	1969
William	M	37629	1969
Christopher	M	35698	1969
Mark	M	33394	1969
Brian	M	31687	1969
Richard	M	31106	1969
Jennifer	F	46157	1970
Lisa	F	38963	1970
Kimberly	F	34136	1970
Michelle	F	34050	1970
Amy	F	25209	1970
Angela	F	24927	1970
Melissa	F	23737	1970
Tammy	F	19586	1970
Mary	F	19203	1970
Tracy	F	18468	1970
Michael	M	85302	1970
James	M	61759	1970
David	M	61752	1970
John	M	58525	1970
Robert	M	57203	1970
Christopher	M	41772	1970
William	M	38910	1970
Brian	M	31930	1970
Mark	M	31492	1970
Richard	M	30456	1970
Jennifer	F	56783	1971
Michelle	F	33160	1971
Lisa	F	32909	1971
Kimberly	F	30696	1971
Amy	F	26237	1971
Angela	F	25896	1971
Melissa	F	23869	1971
Tammy	F	17657	1971
Mary	F	16697	1971
Julie	F	15326	1971
Michael	M	77594	1971
James	M	54621	1971
David	M	53118	1971
John	M	51518	1971
Robert	M	50654	1971
Christopher	M	48234	1971
William	M	35432	1971
Jason	M	34187	1971
Brian	M	32637	1971
Scott	M	30921	1971
Jennifer	F	63603	1972
Michelle	F	29284	1972
Lisa	F	27549	1972
Kimberly	F	26290	1972
Amy	F	25873	1972
Angela	F	23556	1972
Melissa	F	22503	1972
Stephanie	F	16885	1972
Heather	F	16321	1972
Nicole	F	15752	1972
Michael	M	71405	1972
Christopher	M	52189	1972
James	M	47083	1972
David	M	46366	1972
John	M	43181	1972
Robert	M	43037	1972
Jason	M	37446	1972
Brian	M	36322	1972
William	M	30529	1972
Matthew	M	22943	1972
Jennifer	F	62447	1973
Amy	F	26964	1973
Michelle	F	26934	1973
Kimberly	F	23533	1973
Lisa	F	22669	1973
Melissa	F	22480	1973
Angela	F	20896	1973
Heather	F	19349	1973
Stephanie	F	17263	1973
Rebecca	F	14870	1973
Michael	M	67847	1973
Christopher	M	48321	1973
Jason	M	46683	1973
James	M	42889	1973
David	M	41102	1973
John	M	39176	1973
Robert	M	38701	1973
Brian	M	35715	1973
William	M	28021	1973
Matthew	M	24546	1973
Jennifer	F	63114	1974
Amy	F	29565	1974
Michelle	F	25828	1974
Heather	F	23181	1974
Angela	F	22802	1974
Kimberly	F	22419	1974
Melissa	F	22166	1974
Lisa	F	19774	1974
Stephanie	F	16983	1974
Rebecca	F	15167	1974
Michael	M	67578	1974
Jason	M	54776	1974
Christopher	M	48603	1974
David	M	41815	1974
James	M	41354	1974
John	M	37638	1974
Robert	M	37031	1974
Brian	M	34460	1974
Matthew	M	27224	1974
William	M	26990	1974
Jennifer	F	58183	1975
Amy	F	32251	1975
Heather	F	24299	1975
Melissa	F	24165	1975
Angela	F	23360	1975
Michelle	F	22665	1975
Kimberly	F	20263	1975
Lisa	F	18134	1975
Stephanie	F	15774	1975
Nicole	F	14276	1975
Michael	M	68454	1975
Jason	M	52186	1975
Christopher	M	46592	1975
James	M	39591	1975
David	M	39177	1975
Robert	M	35335	1975
John	M	35097	1975
Brian	M	30608	1975
Matthew	M	28550	1975
William	M	25572	1975
Jennifer	F	59474	1976
Amy	F	31341	1976
Melissa	F	25095	1976
Heather	F	24198	1976
Angela	F	22042	1976
Michelle	F	19555	1976
Kimberly	F	18966	1976
Jessica	F	18370	1976
Lisa	F	17351	1976
Amanda	F	15590	1976
Michael	M	66954	1976
Jason	M	52680	1976
Christopher	M	45210	1976
David	M	39294	1976
James	M	38309	1976
John	M	34006	1976
Robert	M	33810	1976
Brian	M	30532	1976
Matthew	M	29981	1976
Daniel	M	24720	1976
Jennifer	F	58964	1977
Melissa	F	26886	1977
Amy	F	26732	1977
Jessica	F	24843	1977
Heather	F	23777	1977
Angela	F	20996	1977
Michelle	F	19539	1977
Kimberly	F	18286	1977
Amanda	F	18280	1977
Kelly	F	18235	1977
Michael	M	67616	1977
Jason	M	55653	1977
Christopher	M	46749	1977
David	M	40543	1977
James	M	40054	1977
John	M	34227	1977
Robert	M	34217	1977
Brian	M	32502	1977
Matthew	M	31973	1977
Joseph	M	26493	1977
Jennifer	F	56321	1978
Melissa	F	28330	1978
Jessica	F	26102	1978
Amy	F	23212	1978
Heather	F	22271	1978
Amanda	F	20517	1978
Angela	F	20511	1978
Sarah	F	19977	1978
Michelle	F	18860	1978
Nicole	F	17276	1978
Michael	M	67158	1978
Jason	M	51629	1978
Christopher	M	47259	1978
David	M	40704	1978
James	M	39915	1978
Matthew	M	34310	1978
John	M	34037	1978
Robert	M	33396	1978
Brian	M	29451	1978
Joseph	M	26671	1978
Jennifer	F	56717	1979
Melissa	F	34052	1979
Amanda	F	31928	1979
Jessica	F	27776	1979
Amy	F	21615	1979
Sarah	F	21018	1979
Heather	F	20839	1979
Angela	F	20256	1979
Nicole	F	19511	1979
Michelle	F	19269	1979
Michael	M	67739	1979
Christopher	M	50677	1979
Jason	M	50408	1979
David	M	42078	1979
James	M	39371	1979
Matthew	M	35657	1979
John	M	35434	1979
Robert	M	34026	1979
Joshua	M	31137	1979
Brian	M	28670	1979
Jennifer	F	58375	1980
Amanda	F	35821	1980
Jessica	F	33921	1980
Melissa	F	31636	1980
Sarah	F	25755	1980
Heather	F	19975	1980
Nicole	F	19920	1980
Amy	F	19835	1980
Elizabeth	F	19528	1980
Michelle	F	19123	1980
Michael	M	68696	1980
Christopher	M	49092	1980
Jason	M	48171	1980
David	M	41925	1980
James	M	39325	1980
Matthew	M	37855	1980
Joshua	M	36060	1980
John	M	35279	1980
Robert	M	34280	1980
Joseph	M	30203	1980
Jennifer	F	57049	1981
Jessica	F	42533	1981
Amanda	F	34373	1981
Sarah	F	28173	1981
